Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
ewma,reward_low_FN_rate,artificialNoAnomaly/art_daily_no_noise.csv,0.9347021917460236,-2.64,0,3404,24,0,3428
ewma,reward_low_FN_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.9347021917460236,-2.64,0,3404,24,0,3428
ewma,reward_low_FN_rate,artificialNoAnomaly/art_daily_small_noise.csv,0.9347021917460236,-1.8700000000000008,0,3411,17,0,3428
ewma,reward_low_FN_rate,artificialNoAnomaly/art_flatline.csv,0.9347021917460236,0.0,0,3428,0,0,3428
ewma,reward_low_FN_rate,artificialNoAnomaly/art_noisy.csv,0.9347021917460236,0.0,0,3428,0,0,3428
ewma,reward_low_FN_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,0.9347021917460236,-1.2283456022636683,2,3004,21,401,3428
ewma,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,0.9347021917460236,-0.35832972254864737,2,3012,13,401,3428
ewma,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsup.csv,0.9347021917460236,-0.6215165010645758,2,3011,14,401,3428
ewma,reward_low_FN_rate,artificialWithAnomaly/art_daily_nojump.csv,0.9347021917460236,-0.5783297225486478,1,3010,15,402,3428
ewma,reward_low_FN_rate,artificialWithAnomaly/art_increase_spike_density.csv,0.9347021917460236,-2.2510243836360138,4,2995,30,399,3428
